Date,Open,High,Low,Close,Adj Close,Volume
2022-02-02,113228.000000,113666.000000,111645.000000,112161.000000,112161.000000,11751200
2022-02-03,111897.000000,112502.000000,111225.000000,111696.000000,111696.000000,11039700
2022-02-04,111696.000000,112415.000000,110321.000000,112245.000000,112245.000000,0
2022-02-07,112247.000000,112517.000000,111490.000000,111996.000000,111996.000000,10672800
2022-02-08,111995.000000,112251.000000,110943.000000,112234.000000,112234.000000,10157500
2022-02-09,112233.000000,113163.000000,111710.000000,112461.000000,112461.000000,13794500
2022-02-10,112462.000000,113812.000000,112163.000000,113359.000000,113359.000000,13267900
2022-02-11,113368.000000,114899.000000,113128.000000,113572.000000,113572.000000,18602800
2022-02-14,113643.000000,114167.000000,113358.000000,113807.000000,113807.000000,10757600
2022-02-15,113905.000000,114819.000000,113882.000000,114660.000000,114660.000000,11649600
2022-02-16,114830.000000,115734.000000,114816.000000,115181.000000,115181.000000,12052100
2022-02-17,115181.000000,115214.000000,113389.000000,113528.000000,113528.000000,10807500
2022-02-18,113534.000000,114213.000000,112701.000000,112768.000000,112768.000000,11300700
2022-02-21,112880.000000,113405.000000,111608.000000,111725.000000,111725.000000,7864900
2022-02-22,111727.000000,113315.000000,111727.000000,112892.000000,112892.000000,12707000
2022-02-23,112892.000000,113721.000000,111748.000000,112008.000000,112008.000000,12120600
2022-02-24,112001.000000,112001.000000,109125.000000,111592.000000,111592.000000,16794700
2022-02-25,111591.000000,113142.000000,110673.000000,113142.000000,113142.000000,17555700
2022-03-02,113143.000000,115429.000000,113143.000000,115174.000000,115174.000000,0
2022-03-03,115173.000000,115948.000000,115010.000000,115166.000000,115166.000000,12123000
2022-03-04,115166.000000,115166.000000,113389.000000,114474.000000,114474.000000,10715700
2022-03-07,114469.000000,114529.000000,111140.000000,111593.000000,111593.000000,14057700
2022-03-08,111594.000000,112390.000000,110969.000000,111203.000000,111203.000000,15698500
2022-03-09,111210.000000,114051.000000,111207.000000,113900.000000,113900.000000,14705400
2022-03-10,113900.000000,113939.000000,111889.000000,113663.000000,113663.000000,12984000
2022-03-11,113664.000000,114627.000000,111332.000000,111713.000000,111713.000000,12475800
2022-03-14,111716.000000,112299.000000,109717.000000,109928.000000,109928.000000,10480900
2022-03-15,109925.000000,109925.000000,107781.000000,108959.000000,108959.000000,13653800
2022-03-16,108958.000000,111183.000000,108958.000000,111112.000000,111112.000000,13205200
2022-03-17,111113.000000,113088.000000,111070.000000,113076.000000,113076.000000,14407500
2022-03-18,113076.000000,115311.000000,112475.000000,115311.000000,115311.000000,19552500
2022-03-21,115307.000000,116360.000000,115208.000000,116155.000000,116155.000000,10378700
2022-03-22,116157.000000,117541.000000,116157.000000,117272.000000,117272.000000,11382700
2022-03-23,117270.000000,118270.000000,117036.000000,117457.000000,117457.000000,11083700
2022-03-24,117460.000000,119256.000000,117151.000000,119053.000000,119053.000000,13474400
2022-03-25,119062.000000,119729.000000,118548.000000,119081.000000,119081.000000,13814500
2022-03-28,119082.000000,119444.000000,118061.000000,118738.000000,118738.000000,9167700
2022-03-29,118740.000000,120900.000000,118740.000000,120014.000000,120014.000000,12931900
2022-03-30,120013.000000,120531.000000,119775.000000,120260.000000,120260.000000,10893300
2022-03-31,120261.000000,120880.000000,119999.000000,119999.000000,119999.000000,11202100
2022-04-01,120001.000000,121579.000000,120001.000000,121570.000000,121570.000000,13780900
2022-04-04,121569.000000,121570.000000,120754.000000,121280.000000,121280.000000,8812500
2022-04-05,121279.000000,121628.000000,118794.000000,118885.000000,118885.000000,11788300
2022-04-06,118885.000000,118885.000000,116791.000000,118228.000000,118228.000000,13410800
2022-04-07,118226.000000,119247.000000,117509.000000,118862.000000,118862.000000,11520100
2022-04-08,118861.000000,118868.000000,117487.000000,118322.000000,118322.000000,11225800
2022-04-11,118320.000000,118320.000000,116953.000000,116953.000000,116953.000000,9558400
2022-04-12,116963.000000,118615.000000,116054.000000,116147.000000,116147.000000,11406800
2022-04-13,116150.000000,117329.000000,116150.000000,116782.000000,116782.000000,12070500
2022-04-14,116781.000000,116781.000000,115624.000000,116182.000000,116182.000000,10365400
2022-04-18,116182.000000,116191.000000,115177.000000,115687.000000,115687.000000,8404900
2022-04-19,115687.000000,115687.000000,114277.000000,115057.000000,115057.000000,0
2022-04-20,115057.000000,115057.000000,113945.000000,114344.000000,114344.000000,10747700
2022-04-22,114343.000000,114343.000000,110591.000000,111078.000000,111078.000000,10877300
2022-04-25,111077.000000,111155.000000,109222.000000,110685.000000,110685.000000,11098300
2022-04-26,110684.000000,110685.000000,107978.000000,108213.000000,108213.000000,11747500
2022-04-27,108214.000000,110107.000000,108214.000000,109349.000000,109349.000000,11515700
2022-04-28,109349.000000,110702.000000,108905.000000,109919.000000,109919.000000,11129900
2022-04-29,109922.000000,111819.000000,107876.000000,107876.000000,107876.000000,13662200
2022-05-02,107876.000000,107884.000000,105218.000000,106639.000000,106639.000000,11935100
2022-05-03,106640.000000,107127.000000,106033.000000,106528.000000,106528.000000,9935500
2022-05-04,106529.000000,108382.000000,104933.000000,108344.000000,108344.000000,14558600
2022-05-05,108337.000000,108337.000000,103923.000000,105304.000000,105304.000000,13826200
2022-05-06,105303.000000,106268.000000,103984.000000,105135.000000,105135.000000,14137700
2022-05-09,105109.000000,105109.000000,102768.000000,103250.000000,103250.000000,13196700
2022-05-10,103251.000000,104286.000000,102386.000000,103110.000000,103110.000000,13507400
2022-05-11,103110.000000,105374.000000,103008.000000,104397.000000,104397.000000,13425100
2022-05-12,104395.000000,105708.000000,103579.000000,105688.000000,105688.000000,13995600
2022-05-13,105691.000000,107773.000000,105691.000000,106924.000000,106924.000000,12369300
2022-05-16,108685.000000,108685.000000,108199.000000,108233.000000,108233.000000,10596900
2022-05-17,108246.000000,109774.000000,108245.000000,108789.000000,108789.000000,16503400
2022-05-18,107903.000000,108096.000000,106038.000000,106247.000000,106247.000000,14752800
2022-05-19,106249.000000,107420.000000,105760.000000,107005.000000,107005.000000,11426400
2022-05-20,108520.000000,108795.000000,107351.000000,108488.000000,108488.000000,12866400
2022-05-23,108500.000000,110680.000000,108500.000000,110346.000000,110346.000000,10682700
2022-05-24,110340.000000,110635.000000,108399.000000,110581.000000,110581.000000,11724400
2022-05-25,110085.000000,111006.000000,109699.000000,110580.000000,110580.000000,10737700
2022-05-26,110577.000000,112102.000000,110388.000000,111890.000000,111890.000000,13077400
2022-05-27,111890.000000,112441.000000,111558.000000,111942.000000,111942.000000,9979300
2022-05-30,111944.000000,112690.000000,110655.000000,111032.000000,111032.000000,7284500
2022-05-31,111036.000000,111903.000000,110685.000000,111351.000000,111351.000000,15809400
2022-06-01,111351.000000,111931.000000,110822.000000,111360.000000,111360.000000,9790200
2022-06-02,111363.000000,112709.000000,111218.000000,112393.000000,112393.000000,10051100
2022-06-03,112392.000000,112392.000000,110935.000000,111102.000000,111102.000000,8757500
2022-06-06,111102.000000,111935.000000,110015.000000,110186.000000,110186.000000,8212400
2022-06-07,110185.000000,110435.000000,109394.000000,110070.000000,110070.000000,9466200
2022-06-08,110067.000000,110142.000000,108045.000000,108368.000000,108368.000000,10379900
2022-06-09,108367.000000,108510.000000,107068.000000,107094.000000,107094.000000,11955500
2022-06-10,107091.000000,107092.000000,104648.000000,105481.000000,105481.000000,12840500
2022-06-13,105476.000000,105478.000000,101700.000000,102598.000000,102598.000000,13837900
2022-06-14,102598.000000,103328.000000,101325.000000,102063.000000,102063.000000,11563200
2022-06-15,102068.000000,103952.000000,102046.000000,102807.000000,102807.000000,16023500
2022-06-17,102800.000000,102801.000000,98402.000000,99825.000000,99825.000000,18927300
2022-06-20,99824.000000,100481.000000,98409.000000,99853.000000,99853.000000,10900800
2022-06-21,99854.000000,101069.000000,99167.000000,99685.000000,99685.000000,11072300
2022-06-22,99678.000000,100374.000000,98050.000000,99522.000000,99522.000000,11675100
2022-06-23,99523.000000,100232.000000,97775.000000,98080.000000,98080.000000,12397700
2022-06-24,98081.000000,99313.000000,98031.000000,98672.000000,98672.000000,10345200
2022-06-27,98673.000000,101106.000000,98672.000000,100764.000000,100764.000000,9895900
2022-06-28,100766.000000,102237.000000,99956.000000,100591.000000,100591.000000,10493900
2022-06-29,100592.000000,101313.000000,99218.000000,99622.000000,99622.000000,10448100
2022-06-30,99619.000000,99619.000000,97758.000000,98542.000000,98542.000000,14588800
2022-07-01,98542.000000,99340.000000,97231.000000,98954.000000,98954.000000,11609800
2022-07-04,98952.000000,99353.000000,98264.000000,98609.000000,98609.000000,6279300
2022-07-05,98608.000000,98608.000000,96499.000000,98295.000000,98295.000000,13358800
2022-07-06,98294.000000,99141.000000,97423.000000,98719.000000,98719.000000,13348200
2022-07-07,98722.000000,101420.000000,98722.000000,100730.000000,100730.000000,12696300
2022-07-08,100732.000000,101577.000000,99958.000000,100289.000000,100289.000000,9730400
2022-07-11,100282.000000,100282.000000,97854.000000,98212.000000,98212.000000,8893400
2022-07-12,98212.000000,98737.000000,97253.000000,98271.000000,98271.000000,12566300
2022-07-13,98258.000000,98928.000000,97403.000000,97881.000000,97881.000000,12208100
2022-07-14,97879.000000,97879.000000,95431.000000,96121.000000,96121.000000,12579000
2022-07-15,96119.000000,96971.000000,95267.000000,96551.000000,96551.000000,11347600
2022-07-18,96553.000000,98291.000000,96553.000000,96916.000000,96916.000000,10738200
2022-07-19,96920.000000,98346.000000,96917.000000,98245.000000,98245.000000,10295900
2022-07-20,98244.000000,98366.000000,97277.000000,98287.000000,98287.000000,12941700
2022-07-21,98286.000000,99057.000000,97088.000000,99033.000000,99033.000000,10060000
2022-07-22,99034.000000,99724.000000,98321.000000,98925.000000,98925.000000,10033500
2022-07-25,98926.000000,100508.000000,98925.000000,100270.000000,100270.000000,8621800
2022-07-26,100270.000000,100753.000000,99365.000000,99772.000000,99772.000000,9136600
2022-07-27,99773.000000,101471.000000,99772.000000,101438.000000,101438.000000,10263100
2022-07-28,101437.000000,102686.000000,101045.000000,102597.000000,102597.000000,11130000
2022-07-29,102597.000000,103989.000000,102514.000000,103165.000000,103165.000000,12934200
2022-08-01,103165.000000,103317.000000,101764.000000,102225.000000,102225.000000,11626700
2022-08-02,102225.000000,103660.000000,101694.000000,103362.000000,103362.000000,10124500
2022-08-03,103362.000000,103878.000000,102822.000000,103775.000000,103775.000000,12379600
2022-08-04,103777.000000,106162.000000,103777.000000,105892.000000,105892.000000,15499000
2022-08-05,105893.000000,107176.000000,105518.000000,106472.000000,106472.000000,12947500
2022-08-08,106473.000000,108489.000000,106473.000000,108402.000000,108402.000000,12674600
2022-08-09,108403.000000,109331.000000,107842.000000,108651.000000,108651.000000,12147900
2022-08-10,108658.000000,110362.000000,108657.000000,110236.000000,110236.000000,13376200
2022-08-11,110236.000000,111310.000000,109604.000000,109718.000000,109718.000000,14944800
2022-08-12,109718.000000,112764.000000,109718.000000,112764.000000,112764.000000,18704900
2022-08-15,112767.000000,113214.000000,111067.000000,113032.000000,113032.000000,15552900
2022-08-16,113034.000000,113626.000000,112690.000000,113512.000000,113512.000000,12986400
2022-08-17,113508.000000,114146.000000,112483.000000,113708.000000,113708.000000,14652800
2022-08-18,113708.000000,114375.000000,113304.000000,113813.000000,113813.000000,10644200
2022-08-19,113807.000000,113807.000000,111146.000000,111496.000000,111496.000000,12678600
2022-08-22,111487.000000,111487.000000,109858.000000,110501.000000,110501.000000,11010900
2022-08-23,110504.000000,112965.000000,110503.000000,112857.000000,112857.000000,11892000
2022-08-24,112856.000000,113888.000000,112632.000000,112898.000000,112898.000000,13758600
2022-08-25,112898.000000,114156.000000,112768.000000,113532.000000,113532.000000,11838500
2022-08-26,113533.000000,114091.000000,111978.000000,112299.000000,112299.000000,11159700
2022-08-29,112296.000000,113222.000000,111689.000000,112323.000000,112323.000000,9795800
2022-08-30,112323.000000,112869.000000,110103.000000,110431.000000,110431.000000,11937900
2022-08-31,110431.000000,111364.000000,109523.000000,109523.000000,109523.000000,14791100
2022-09-01,109524.000000,110405.000000,108217.000000,110405.000000,110405.000000,14478000
2022-09-02,110409.000000,112264.000000,110409.000000,110864.000000,110864.000000,16691800
2022-09-05,110868.000000,112671.000000,110865.000000,112203.000000,112203.000000,9515500
2022-09-06,112203.000000,112203.000000,109348.000000,109764.000000,109764.000000,14296100
2022-09-08,109771.000000,110768.000000,108619.000000,109916.000000,109916.000000,13759500
2022-09-09,109922.000000,112540.000000,109922.000000,112300.000000,112300.000000,12155200
2022-09-12,112307.000000,114160.000000,112305.000000,113407.000000,113407.000000,11707100
2022-09-13,113398.000000,113400.000000,110522.000000,110794.000000,110794.000000,12612500
2022-09-14,110794.000000,111504.000000,110118.000000,110547.000000,110547.000000,11630900
2022-09-15,110547.000000,111100.000000,109524.000000,109954.000000,109954.000000,11622500
2022-09-16,109951.000000,109952.000000,108489.000000,109280.000000,109280.000000,18843300
2022-09-19,109283.000000,111976.000000,108508.000000,111824.000000,111824.000000,12594800
2022-09-20,111824.000000,112544.000000,111393.000000,112517.000000,112517.000000,12570300
2022-09-21,112517.000000,113294.000000,111380.000000,111936.000000,111936.000000,14726800
2022-09-22,111942.000000,114392.000000,111819.000000,114070.000000,114070.000000,15684400
2022-09-23,112258.000000,112457.000000,110732.000000,111716.000000,111716.000000,13542300
2022-09-26,111713.000000,111713.000000,109022.000000,109114.000000,109114.000000,13127000
2022-09-27,109122.000000,110161.000000,108120.000000,108376.000000,108376.000000,14517500
2022-09-28,108377.000000,108970.000000,107914.000000,108451.000000,108451.000000,13540500
2022-09-29,108449.000000,108449.000000,106244.000000,107664.000000,107664.000000,14588500
2022-09-30,107664.000000,110502.000000,107315.000000,110037.000000,110037.000000,16536300
2022-10-03,110048.000000,116134.000000,110048.000000,116134.000000,116134.000000,20982900
2022-10-04,116704.000000,118280.000000,115837.000000,116230.000000,116230.000000,16078700
2022-10-05,116231.000000,117514.000000,115906.000000,117198.000000,117198.000000,13555200
2022-10-06,117200.000000,118382.000000,117144.000000,117561.000000,117561.000000,14520500
2022-10-07,117560.000000,117960.000000,115924.000000,116375.000000,116375.000000,13616500
2022-10-10,116377.000000,116841.000000,115261.000000,115941.000000,115941.000000,11429900
2022-10-11,115928.000000,115928.000000,114297.000000,114827.000000,114827.000000,13137900
2022-10-13,114819.000000,115367.000000,112690.000000,114300.000000,114300.000000,14583700
2022-10-14,114301.000000,114712.000000,111631.000000,112072.000000,112072.000000,13096100
2022-10-17,112107.000000,114406.000000,112090.000000,113624.000000,113624.000000,11633000
2022-10-18,113627.000000,115795.000000,113627.000000,115743.000000,115743.000000,14744200
2022-10-19,115744.000000,116459.000000,115264.000000,116274.000000,116274.000000,12729900
2022-10-20,116276.000000,117367.000000,116276.000000,117171.000000,117171.000000,16915800
2022-10-21,117170.000000,120752.000000,116736.000000,119929.000000,119929.000000,18579800
2022-10-24,119922.000000,119924.000000,115793.000000,116013.000000,116013.000000,13278800
2022-10-25,116016.000000,116203.000000,114626.000000,114626.000000,114626.000000,14727200
2022-10-26,114626.000000,114626.000000,112577.000000,112764.000000,112764.000000,16088200
2022-10-27,112766.000000,116236.000000,112765.000000,114641.000000,114641.000000,15530800
2022-10-28,114636.000000,114712.000000,113336.000000,114539.000000,114539.000000,14392400
2022-10-31,114533.000000,116763.000000,112113.000000,116037.000000,116037.000000,21637900
2022-11-01,116037.000000,118261.000000,115547.000000,116929.000000,116929.000000,17969700
2022-11-03,116927.000000,117373.000000,114485.000000,116896.000000,116896.000000,15634600
2022-11-04,116907.000000,120039.000000,116904.000000,118155.000000,118155.000000,16209500
2022-11-07,118148.000000,118240.000000,115266.000000,115342.000000,115342.000000,15221900
2022-11-08,115340.000000,117072.000000,114688.000000,116160.000000,116160.000000,14239800
2022-11-09,116153.000000,116183.000000,113110.000000,113580.000000,113580.000000,20531600
2022-11-10,113579.000000,113579.000000,108516.000000,109775.000000,109775.000000,26029300
2022-11-11,109775.000000,113010.000000,109408.000000,112253.000000,112253.000000,25038700
2022-11-14,112256.000000,114322.000000,111930.000000,113161.000000,113161.000000,15080400
2022-11-16,113166.000000,113473.000000,109512.000000,110243.000000,110243.000000,18351000
2022-11-17,110241.000000,110242.000000,107245.000000,109703.000000,109703.000000,23119600
2022-11-18,109706.000000,111585.000000,108512.000000,108880.000000,108880.000000,18769100
2022-11-21,108868.000000,110235.000000,107957.000000,109748.000000,109748.000000,16651600
2022-11-22,109750.000000,110224.000000,107867.000000,109037.000000,109037.000000,15056500
2022-11-23,109036.000000,109285.000000,107902.000000,108683.000000,108683.000000,13198400
2022-11-24,108846.000000,112612.000000,108846.000000,111831.000000,111831.000000,10296900
2022-11-25,111831.000000,112025.000000,108552.000000,108977.000000,108977.000000,12309100
2022-11-28,108977.000000,109476.000000,108378.000000,108782.000000,108782.000000,11492600
2022-11-29,108784.000000,112187.000000,108784.000000,110910.000000,110910.000000,14721700
